EmployeeID,Name,Department,Salary
50,Lisa Maertz,Recruiter,472936
51,Sheila Lambert,Records Clerk,181934
52,Timothy Young,Data Entry Spec.,59440
53,Pierre Smith,Acct. Asst.,402719
54,Jennifer Morvillo,Talent Mgr. Asst.,87832
55,Santiago Choat,Jr. Compliance Off.,373644
56,Daniel Fletcher,Support Staff,390850
57,Helen Ambres,Payroll Spec.,347200
58,Armando Decoteau,Office Mgr.,76067
59,Mina Junior,Acct. Asst.,336551
60,Stanley Sullivan,HRBP Asst.,271529
61,Roland Nelson,Int. Auditor Asst.,123620
62,Scott Laman,Int. (Intern),51179
63,Ronald Aucoin,HRBP Asst.,277123
64,Rodney Stacey,HR Asst.,378256
65,Bernadette Burns,Apprentice,395672
66,Gloria Orduna,Payroll Acct.,227453
67,Bruce Maxey,Jr. Auditor,355688
68,Harold Greene,Comp. Anlst.,178563
69,Robert Bostic,Jr. Coord.,74522
70,David Brown,Risk Anlst.,421334
71,Catherine Fletcher,Jr. Compliance Off.,219656
72,Kenneth Robley,Apprentice,288673
73,Kimberley Alcantar,Comp. Anlst.,480663
74,Julie Adkins,File Clerk,79951
75,Kevin Burns,Data Entry Spec.,156434
76,Beverley Rife,Apprentice,330795
77,Paul Newkirk,Billing Spec.,465839
78,Frances Davis,Jr. Coord.,265318
79,Janis Townes,Credit Anlst.,162758
80,Leopoldo Ludwig,Jr. Benefits Spec.,80878
81,Jessica Garza,Coord.,346411
82,Lula Gunn,Trainee,490520
83,Charles Sacarello,Acct. Asst.,418683
84,Claude Sager,Jr. Assoc.,190555
85,Melissa Patel,Comp. Anlst.,165657
86,Jesse Salazar,Fin. Reporting Spec.,248220
87,Lynn Clark,Bookkeeper,219204
88,Desiree Beck,Jr. Fin. Anlst.,69849
89,Louie Davis,T&D Coord.,237177
90,James Milliren,Int. (Intern),281560
91,Joseph Silverman,Data Entry Spec.,149067
92,Young Hammers,AP Spec.,347386
93,Jerry Barbagallo,Jr. Fin. Anlst.,366314
94,Nancy Zimmerman,Assoc.,113280
95,Robert Ramiez,Fin. Reporting Spec.,176074
96,Kenneth Vincent,Forensic Acct. Asst.,66169
97,Robert Arreola,Talent Mgr. Asst.,239618
98,Alphonse Tobin,HRBP Asst.,468177
99,Daniel Lara,HR Gen.,102983
100,Jacqueline Hanlon,Recpt.,402747
101,Nina Trimpe,People Ops Gen.,449890
102,Thomas Green,Apprentice,437288
103,Jennifer Grant,Int. (Intern),172703
104,Gerald Hurley,Apprentice,345167
105,William Lambert,HR Cons. Asst.,379717
106,Kathryne Dixon,HRIS Admin.,261710
107,Katherine Seguin,Billing Spec.,91202
108,Sara Ingram,Trainee,478273
109,Marlene Lehman,Payroll Spec.,409626
110,Patricia Mendez,Assoc.,287780
111,Paula Davis,Trainee,460436
112,Robert Bell,Workforce Anlst.,294698
113,Patricia Ramirez,Forensic Acct. Asst.,407553
114,John Mata,Sr. Acct.,302194
115,Sheryl Gullickson,Proc. Asst.,224633
116,Judith Talkington,Gen. Asst.,310247
117,Marvin Jones,Payroll Acct.,95785
118,Nancy Macklin,Inv. Anlst. Asst.,430585
119,Wanda Dorio,L&D Spec.,300305
120,Kathy Miles,Trainee,202217
121,Priscilla Sadler,Proc. Asst.,304389
122,Elizabeth Baum,File Clerk,419367
123,George Gifford,Proc. Asst.,298281
124,Santiago Cervantes,HR Gen.,100581
125,Alfred Melton,HR Coord.,349394
126,Robert Soto,Payroll Acct.,394393
127,Kip Dixon,Forensic Acct. Asst.,50081
128,Judith Pluemer,Proc. Asst.,468424
129,Mark Daniel,Jr. Compliance Off.,230903
130,Louis Rech,Asst. (Admin),175179
131,Enrique Anderson,HR Cons. Asst.,357596
132,Alice Esparza,T&D Coord.,75397
133,Lawrence Eady,Int. Auditor Asst.,96565
134,Debora Romero,Risk Anlst.,484279
135,Fern Graves,Inv. Anlst. Asst.,288968
136,Heather Boyd,Coord.,257754
137,Jacqueline Navarro,Fin. Anlst.,259586
138,Sean Scott,HR Coord.,110051
139,Barbara Knesek,Payroll Acct.,158233
140,Eric Thomas,Payroll Acct.,167284
141,John Mackie,L&D Spec.,70033
142,Anthony Boughton,Admin. Tech.,193715
143,Melvin Luna,Jr. Fin. Anlst.,453715
144,Eugene Cornejo,Data Entry Spec.,279123
145,Marcia Herreras,HR Asst.,82210
146,Jason Rundell,T&D Coord.,318110
147,Ben Tenda,Support Staff,182099
148,Robert Potts,Talent Mgr. Asst.,185718
149,Evelyn Ainsworth,Jr. Recruiter,148479
150,Major Geren,Credit Anlst.,496924
151,Rhonda Daniels,Payroll Spec.,80370
152,Meghan Precythe,Comp. Anlst.,216166
153,Jeanine Glover,Support Staff,255018
154,James Hoffman,Jr. Auditor,428472
155,Larry Martin,Recruiter,195069
156,Kathryn Coughlin,Forensic Acct. Asst.,479373
157,Jessica Block,Recruiter,104729
158,Dorothy Lewis,Recpt.,259469
159,Tanja Zook,Payroll Acct.,393722
160,Merrie Fosmire,HRIS Admin.,196757
161,Melissa Simms,Jr. Auditor,392037
162,Ken Leija,Clerk,217400
163,Crystal Puccio,Workforce Anlst.,444485
164,Marie Manship,AR Clerk,354207
165,Maxwell Beddingfield,AP Spec.,141434
166,Felipe Frizzell,Fin. Anlst.,177331
167,Brenda Guthrie,Tax Acct.,324425
168,Luz Dewitt,Asst. (Admin),418596
169,Ted Kellam,Talent Acq. Spec.,445250
170,Juan Stone,HR Cons. Asst.,452200
171,John Johnson,Jr. Benefits Spec.,239884
172,Cindy Stephenson,Data Entry Spec.,426430
173,Larry Driggers,Jr. Compliance Off.,378632
174,Robert Maya,Apprentice,150131
175,Dennis Lallo,Org. Dev. Asst.,106487
176,Nicholas Witt,Jr. Assoc.,117420
177,Michael Reyes,Inv. Anlst. Asst.,173963
178,Tanya Smith,Office Coord.,403147
179,Connie Brooks,Int. Auditor Asst.,499006
180,John Sanchez,Sr. Acct.,277036
181,Evan Johnson,Recruiter,149264
182,Alyssa Mitchell,Acct. Asst.,87885
183,Gary Williams,Jr. Fin. Anlst.,168680
184,Eva Wade,Treasury Anlst.,313343
185,Thelma Delacruz,Jr. Benefits Spec.,206469
186,Leroy Sontag,Payroll Acct.,316362
187,Denisse Ramsey,Data Entry Spec.,200489
188,Ricky Knickerbocker,Compliance Anlst.,455012
189,Sharlene Taylor,Credit Anlst.,494718
190,Kathleen Tijerina,Talent Mgr. Asst.,248252
191,Clifford November,Int. Auditor Asst.,255949
192,Patricia Thies,Talent Mgr. Asst.,120761
193,Mario Bradley,HR Coord.,498485
194,James Abney,Bookkeeper,345136
195,Claude Jones,Acct. Clerk,404799
196,Arnold Delp,L&D Spec.,352988
197,Yolanda Monroe,HR Gen.,351128
198,Jess Russell,Receptionist,336910
199,Laverne Strawn,Office Mgr.,193922
200,Anthony Arnold,Mail Clerk,397014
201,Robert Coley,Assoc.,498604
202,Nadine Ange,Jr. Auditor,112111
203,Shannon Deshields,Talent Mgr. Asst.,496078
204,Julieta Burney,Org. Dev. Asst.,196659
205,Peter Brooks,Jr. Fin. Anlst.,132647
206,Deloris Wester,Billing Spec.,170011
207,Mattie Russell,Office Mgr.,291968
208,Daisy Delrio,Risk Anlst.,385242
209,Kenneth Cunanan,Records Clerk,488981
210,Owen Santos,HR Coord.,74757
211,Juanita Hudson,HRBP Asst.,107888
212,Andrew Emerson,Fin. Anlst.,169530
213,Edward Stark,AR Clerk,431770
214,William Frutchey,AR Clerk,95260
215,Michael Hussain,Gen. Asst.,166868
216,William Roman,Payroll Spec.,364953
217,Ronnie Miller,AP Spec.,97706
218,Patricia Bridges,Comp. Anlst.,416183
219,Jon Varela,AP Spec.,237596
220,Frederick Truett,Fin. Anlst.,219552
221,Michael Lenard,Jr. Fin. Anlst.,325359
222,Patricia Gilliland,Recruiter,370818
223,Christine Webber,Jr. Acct.,261196
224,Alice Matthews,T&D Coord.,441155
225,Joanne Hawkins,HRBP Asst.,208716
226,Mark Dillon,Jr. Acct.,183737
227,Janice Brown,Admin. Tech.,254440
228,Frank Barnes,Forensic Acct. Asst.,268661
229,Sigrid Gilley,T&D Coord.,173444
230,Sarah Hill,Office Mgr.,64061
231,Shawn Pemberton,HR Cons. Asst.,493499
232,Melody Allison,HRIS Admin.,168245
233,Clarissa Pinto,Receptionist,279439
234,Rosa Lee,HRIS Admin.,388560
235,Charles Norman,HRBP Asst.,301557
236,Brenda Lee,Payroll Spec.,182316
237,Adam Mcbride,Jr. Assoc.,414138
238,Nancy Abrego,Clerk,365736
239,Julian Mccluskey,Support Staff,476418
240,Trevor Gonzalez,Recpt.,445217
241,John Oun,Bookkeeper,50445
242,Derek Eagle,Off. Staff,63080
243,Alejandra Lampe,Acct. Asst.,113371
244,Heriberto Guy,Bookkeeper,240856
245,Brent Bailey,Org. Dev. Asst.,349868
246,Kristen Padovano,Jr. Auditor,122002
247,Charles Corbin,Apprentice,432292
248,Derek Naiman,AP Spec.,136117
249,Martin Bishop,Int. Auditor Asst.,107589
250,Roger Silva,Inv. Anlst. Asst.,313953
251,Lucio Kauffman,Tax Prep. Spec.,197707
252,Mary Young,Credit Anlst.,406498
253,Clyde Koualeski,Asst. (Admin),119757
254,Cynthia Thorson,Fin. Assoc.,475102
255,Robert Dibari,Support Staff,150059
256,Sheila Dyal,Fin. Anlst.,379476
257,Richard Hurrington,Inv. Anlst. Asst.,80642
258,Amber Johnson,Proc. Asst.,352430
259,Larry Bradford,Workforce Anlst.,120700
260,Antonia Lysiak,Trainee,206042
261,Tina Trujillo,Assoc.,169524
262,Jimmy Rudy,Trainee,227294
263,Jerry Batt,Bookkeeper,88065
264,Kimberly Horton,Budget Anlst.,79940
265,Tommy Taylor,Credit Anlst.,201322
266,Melvina Hurlburt,Off. Staff,389701
267,German Meyer,People Ops Gen.,436589
268,William Salinas,Apprentice,431700
269,Ellen Carroll,Fin. Anlst.,465253
270,Antonio Chancellor,Tax Acct.,217734
271,Daniel French,HR Gen.,392856
272,Ann Mendoza,Fin. Assoc.,102359
273,Mark Fischer,Fin. Assoc.,321279
274,Russell Bakker,Forensic Acct. Asst.,160343
275,Susan Mcglade,Tax Acct.,277885
276,Oscar Reichman,Acct. Asst.,426257
277,Cynthia Perea,Workforce Anlst.,476244
278,Geraldine Hopp,Support Staff,280542
279,George Huot,Risk Anlst.,165884
280,Rosalva Ferenz,Budget Anlst.,241858
281,Howard Folkers,HRIS Admin.,498195
282,Mary Griffin,Proc. Asst.,347906
283,Jerry Varney,Workforce Anlst.,200691
284,Roy Cole,Receptionist,302072
285,Michael Cochrane,AR Clerk,121747
286,David Thomas,Tax Prep. Spec.,286135
287,David Nicholson,Risk Anlst.,364612
288,Joseph Pace,L&D Spec.,131084
289,Elsa Nealy,Int. (Intern),97313
290,Suzan Hisaw,Jr. Compliance Off.,402822
291,Eric Pflug,Payroll Acct.,499189
292,Matthew Threlkeld,Acct. Asst.,202564
293,Walter Edwards,Acct. Clerk,408889
294,Ricardo Zenker,Data Entry Spec.,355133
295,Danny Meraz,Treasury Anlst.,72694
296,Rhonda Dudley,Org. Dev. Asst.,304265
297,Michael Sproles,AR Clerk,242721
298,Karen Walsh,Coord.,203491
299,Brent Parker,Tax Prep. Spec.,416645
300,Pauline Mayette,Off. Staff,208554
301,Pearlie Cisneros,Org. Dev. Asst.,482526
302,Marc Santos,HR Gen.,173113
303,Albert Walden,HR Gen.,324260
304,Nelson Harper,HR Cons. Asst.,189533
305,Tina Shroyer,Tax Prep. Spec.,312597
306,Jessica Ulmer,HRBP Asst.,192299
307,David Matthews,AP Spec.,126975
308,Henry Le,Off. Staff,108899
309,Deborah Moro,Tax Prep. Spec.,336595
310,Shirley Garrison,Data Entry Spec.,370043
311,Rosalina Semien,File Clerk,233684
312,Kathy Garske,File Clerk,203380
313,Noel Guzzi,Payroll Acct.,380494
314,Dorothy Williford,Fin. Reporting Spec.,236960
315,Jeffrey Robinson,Data Entry Spec.,276880
316,Mary Carr,HRIS Admin.,427864
317,Richard Lewis,Tax Prep. Spec.,78320
318,Terry Kuttner,HRIS Admin.,241885
319,Sharon Colbert,Bookkeeper,74298
320,Lasandra Conkel,Gen. Asst.,189975
321,Phyllis Lee,Recpt.,365423
322,Daniel Smith,Gen. Asst.,251980
323,Lashonda Cowgill,Jr. Recruiter,338471
324,Marion Skutt,Int. Auditor Asst.,365930
325,Frederick Bishop,Office Coord.,476758
326,Catherine Hagee,Fin. Reporting Spec.,214435
327,Jena Lenard,L&D Spec.,266596
328,Robert Carballo,Jr. Assoc.,333041
329,Opal Hill,Gen. Asst.,214059
330,Julissa Taylor,Comp. Anlst.,489543
331,Kathleen Becnel,Assoc.,496765
332,Veronica Guillot,HR Coord.,415673
333,Elaine Oldham,Payroll Spec.,124809
334,Lela Knell,Billing Spec.,256112
335,Charlene Fishback,Payroll Acct.,364030
336,Phyllis Ruggiero,Fin. Anlst.,210899
337,Zola Rodgers,Recruiter,197299
338,Susan Douglas,Off. Staff,401761
339,Robert Kuechler,Risk Anlst.,338411
340,Daniel Horton,Clerk,473421
341,Billy Vance,T&D Coord.,437836
342,Gary Tibbs,Jr. Benefits Spec.,320284
343,James Flanders,Billing Spec.,331588
344,Walter Fuller,Office Coord.,376122
345,Erin Howell,Jr. Compliance Off.,362179
346,Carol Edwards,Jr. Auditor,245267
347,Andrew Rudolph,Jr. Fin. Anlst.,377703
348,Chris Morris,Budget Anlst.,412934
349,Bridget Jones,Proc. Asst.,393366
350,Jack Ingram,Fin. Anlst.,402819
351,Tara Brooks,T&D Coord.,452168
352,Richard Cook,Int. (Intern),176484
353,Sarah Northup,L&D Spec.,483717
354,Gregory Janssen,Jr. Auditor,228647
355,Ashley Mills,AR Clerk,489063
356,Stephanie Brown,Compliance Anlst.,111225
357,Richard Miller,HR Gen.,167096
358,Linda George,Admin. Tech.,396220
359,Harvey Richmond,Admin. Tech.,81255
360,Brian Luby,Off. Staff,119026
361,Carlos Gonzalez,Payroll Spec.,164979
362,Gertrude Kelley,Jr. Fin. Anlst.,444097
363,Joe Bell,Sr. Acct.,186186
364,Stephen Russo,Sr. Acct.,66069
365,Kellie Cooks,Jr. Recruiter,184475
366,Jordan Kozak,L&D Spec.,270832
367,Mary Simmons,HR Coord.,403886
368,Betty Gebhard,Gen. Asst.,345783
369,William Cochrane,Talent Acq. Spec.,320768
370,John Rowe,Jr. Compliance Off.,301351
371,Jack Rodriguez,Jr. Auditor,482412
372,Jeffery Withrow,Office Coord.,383808
373,Robert Kelly,Jr. Auditor,118951
374,Shannon Kirk,HRBP Asst.,96149
375,Jared Maxwell,Credit Anlst.,331354
376,Kurt Brox,Bookkeeper,402967
377,Willie Jackson,Fin. Assoc.,304964
378,Roger Brown,Fin. Reporting Spec.,336441
379,Sharon Bowen,HR Cons. Asst.,63983
380,Christopher So,Trainee,69600
381,Timothy Fritz,Bookkeeper,213813
382,Carol Butler,Org. Dev. Asst.,285137
383,Amanda Collins,People Ops Gen.,416126
384,Lawana Birt,Fin. Anlst.,381103
385,Diane Butler,Jr. Recruiter,85457
386,Susanne Worsham,Talent Acq. Spec.,451487
387,Gerald Mcwethy,Asst. (Admin),244561
388,Mauricio Murray,Jr. Recruiter,245630
389,Sean Coker,Recruiter,266054
390,Joe Boettcher,Forensic Acct. Asst.,232624
391,Ai Leingang,HR Cons. Asst.,134907
392,Helen Figueroa,Talent Mgr. Asst.,78630
393,Kathryn Copeland,Off. Staff,409399
394,Cynthia Burgess,Fin. Assoc.,217430
395,Todd Smith,Int. Auditor Asst.,267313
396,Bobbie Hopkins,Jr. Auditor,135182
397,Freddy Holt,Clerk,201029
398,Pam Wilson,Jr. Compliance Off.,223890
399,Addie Cassada,Fin. Assoc.,330474
400,Robert Rochat,Records Clerk,70439
401,Leslie Breckenridge,Mail Clerk,363415
402,Felix Beckel,Receptionist,235838
403,Gregory Pryor,Sr. Acct.,237715
404,Johnnie Johns,Admin. Tech.,72179
405,Fran Lewis,HR Cons. Asst.,201881
406,Charles Osterman,Proc. Asst.,323830
407,William Pryor,Jr. Acct.,246970
408,Scott Caron,Treasury Anlst.,236623
409,Lillian Heisler,HR Cons. Asst.,250373
410,Juan Alicea,Bookkeeper,335857
411,Ronda Reynolds,Office Mgr.,90468
412,Frances Edwards,Jr. Fin. Anlst.,107339
413,Ericka Perez,Talent Mgr. Asst.,221040
414,Hubert Wilkerson,Jr. Auditor,179427
415,Lloyd Burns,HR Coord.,467857
416,Thomas Emmert,Jr. Acct.,464517
417,Laura Guzman,Billing Spec.,434909
418,Zenobia Locorriere,Recruiter,397374
419,David Campbell,HR Gen.,387703
420,Charlotte Pearson,Inv. Anlst. Asst.,130466
421,Iris Mccarthy,Recruiter,218274
422,Robert Lightfoot,Jr. Fin. Anlst.,423533
423,Richard Montanez,Acct. Asst.,280488
424,Joan Cain,HR Cons. Asst.,346958
425,Carl Grosso,Treasury Anlst.,107965
426,Wayne Lozon,Jr. Compliance Off.,144589
427,Charles Womack,Jr. Auditor,276228
428,Brian Spasiano,Payroll Acct.,441568
429,Abraham Annis,Fin. Anlst.,227648
430,Connie Traino,Gen. Asst.,174653
431,Easter Campbell,Jr. Benefits Spec.,351091
432,Darryl Eurich,AP Spec.,363074
433,Gretchen Aynes,Bookkeeper,355970
434,Johnnie Champ,Billing Spec.,126470
435,Craig Archer,HRBP Asst.,458531
436,Joshua Dorsey,HRBP Asst.,105311
437,Hattie Green,Jr. Acct.,55865
438,Ashley Greer,Acct. Clerk,169786
439,David Monnier,Recruiter,397319
440,Jacques Phipps,Records Clerk,329669
441,Tony Carter,Fin. Assoc.,189227
442,Sandra Costello,Workforce Anlst.,224081
443,Leon Christian,Jr. Assoc.,377070
444,Patricia Andrade,File Clerk,178415
445,Jody Myers,Tax Acct.,300414
446,Ann Thomas,Jr. Benefits Spec.,273829
447,Bryan Solar,Coord.,444112
448,Wallace Herr,Fin. Anlst.,123865
449,Edward Bates,Trainee,133541
450,Cruz Burger,Records Clerk,91840
451,Ignacio Ramirez,Compliance Anlst.,442170
452,Shonna Garcia,HRBP Asst.,356668
453,Natalie Sandler,Comp. Anlst.,369776
454,Stephen Long,Fin. Reporting Spec.,349118
455,Harold Matheson,Risk Anlst.,467432
456,Robert Buck,Jr. Fin. Anlst.,391656
457,Joyce Quick,HR Cons. Asst.,203296
458,Kelly Perla,Payroll Acct.,398931
459,Kathryn Kraus,Risk Anlst.,237964
460,Felicia Medina,HRBP Asst.,412571
461,Pamela Ortiz,Treasury Anlst.,467018
462,Herbert Fung,Asst. (Admin),433902
463,Kevin Turner,Assoc.,375807
464,Lucille Zuniga,Asst. (Admin),346400
465,Cecil Sanders,Int. Auditor Asst.,208962
466,Matilda Benson,Jr. Recruiter,487680
467,Matthew Smith,HRBP Asst.,202096
468,Kay Rake,Jr. Auditor,95228
469,Ida Krueger,Records Clerk,189414
470,Raphael Favreau,Workforce Anlst.,494262
471,Nicole Valdez,Office Mgr.,193096
472,Deanna Ng,Clerk,268923
473,Michelle Wright,Jr. Benefits Spec.,463571
474,David Kilburn,Support Staff,431723
475,Donald Dorsey,HRBP Asst.,145658
476,Marie Crim,Records Clerk,142672
477,Richard Bess,Tax Prep. Spec.,191276
478,Joe Anderson,Comp. Anlst.,94280
479,Robert Hart,Comp. Anlst.,62433
480,Joseph Dingle,Tax Prep. Spec.,307893
481,Robert Kirtley,Data Entry Spec.,242368
482,Joleen Reynolds,HR Gen.,309229
483,William Shinabery,Talent Acq. Spec.,368921
484,Jack Alcorn,Jr. Coord.,292873
485,Christopher Cuellar,Jr. Recruiter,114907
486,Mary Jimenez,Admin. Tech.,134217
487,Andrew Jackson,Jr. Fin. Anlst.,139563
488,Dennis Downing,Jr. Acct.,99203
489,Karen Franco,Jr. Recruiter,159279
490,Loren Kershaw,Org. Dev. Asst.,329292
491,Maria Mccracken,Proc. Asst.,112550
492,Donald Sturkie,Jr. Benefits Spec.,496137
493,Jeff Moochler,Tax Acct.,52880
494,Alice Andrews,HR Cons. Asst.,461311
495,Heather Lanclos,Jr. Acct.,114339
496,Jennifer Rodriguez,Off. Staff,297696
497,Kenneth Nguyen,Clerk,311727
498,Bryan Gillis,Office Mgr.,72672
499,James Walton,Workforce Anlst.,450429
500,Ervin Maguire,Payroll Acct.,160252
501,Laurie Hart,L&D Spec.,340611
502,Justin Gandy,Receptionist,281877
503,Gladys Ramos,Tax Acct.,395127
504,Janie Martine,HR Coord.,89951
505,Becky Hyman,HR Gen.,203874
506,Robert Walters,Tax Prep. Spec.,263121
507,George Kent,Mail Clerk,198530
508,Janice Stone,L&D Spec.,395364
509,James Slaugh,People Ops Gen.,264774
510,Aurora Stanick,HR Gen.,415893
511,Georgia Soto,Admin. Tech.,102334
512,James Chitwood,Jr. Acct.,159406
513,Rafael Sanchez,Jr. Benefits Spec.,391730
514,Cindy Lang,Forensic Acct. Asst.,286566
515,Vicki Kelly,Acct. Asst.,270669
516,Paul Xue,Fin. Assoc.,372704
517,Annie Caskey,AP Spec.,162278
518,Kraig Clark,Gen. Asst.,460378
519,Joy Magee,Recpt.,232619
520,Zachary Powley,Treasury Anlst.,327729
521,Erin Wolfe,Gen. Asst.,226772
522,Ursula Strawser,Office Mgr.,176281
523,Robert Durham,Talent Acq. Spec.,256203
524,Jill Baggett,Credit Anlst.,292397
525,Shirley Hawkins,People Ops Gen.,170516
526,Randy Sanchez,Mail Clerk,89945
527,Genevieve Frazier,Risk Anlst.,303073
528,James Carmean,Bookkeeper,71121
529,Jessica Hardin,HRIS Admin.,493235
530,Richard Hurla,Jr. Assoc.,283645
531,Mae Noeldner,Acct. Clerk,464105
532,Antoinette Ragland,Gen. Asst.,342839
533,Haydee Tanner,Acct. Asst.,214517
534,Jennifer Broussard,Off. Staff,156522
535,John Grammer,HR Asst.,276902
536,Leonard Ruthstrom,Compliance Anlst.,245756
537,Kenneth Mccoy,T&D Coord.,256138
538,Yvette Wilson,Trainee,68753
539,Clifton Northey,Jr. Coord.,309096
540,Jessica Yow,Compliance Anlst.,272247
541,Catherine Pace,HRIS Admin.,175464
542,Doris Dougherty,Jr. Coord.,169605
543,Raymond Aguilar,Coord.,309991
544,Mary Presley,Talent Mgr. Asst.,451833
545,James Curry,Asst. (Admin),152342
546,Ronald Arias,Jr. Auditor,393688
547,Richard Mccoy,HR Coord.,311174
548,Muriel Dailey,Jr. Acct.,304915
549,Jennifer Brown,L&D Spec.,83842
550,Constance Brown,HRIS Admin.,125685
551,Victoria Marquez,Billing Spec.,70342
552,Brandy Robinson,HR Coord.,301264
553,Raymond Kaya,Int. Auditor Asst.,88753
554,Jessie Fisher,Assoc.,175829
555,George Bushovisky,Asst. (Admin),313576
556,Zachary Oldenkamp,Proc. Asst.,88757
557,Maurice Malekan,Gen. Asst.,337744
558,Jamie Hargett,Data Entry Spec.,148587
559,Carroll Carrell,Fin. Anlst.,225638
560,Holly Gray,Treasury Anlst.,67771
561,Jack Chilton,Data Entry Spec.,362378
562,Blanca Berringer,Admin. Tech.,70938
563,Patricia Hairston,Office Coord.,328564
564,Helen Pierce,Assoc.,318232
565,Toni Bryant,File Clerk,186857
566,Martha Schuelke,Forensic Acct. Asst.,153909
567,Roderick Faulkner,Billing Spec.,93709
568,Ray Ford,Jr. Coord.,378843
569,Grace Byrd,Tax Acct.,203072
570,Gloria Yerger,Jr. Auditor,168588
571,Tom Clifford,Billing Spec.,254551
572,Chang Molina,Gen. Asst.,75091
573,Shana Kauffman,Fin. Anlst.,394016
574,Stanley Hinkle,Forensic Acct. Asst.,65820
575,Joy Walker,Jr. Auditor,417795
576,Raymond Thompson,Sr. Acct.,447636
577,Lillie Mathias,Jr. Coord.,342752
578,Jack Totman,Jr. Assoc.,466860
579,Nancy Horner,Office Mgr.,406622
580,Paul Gibson,Office Coord.,329108
581,Jean Shuler,HR Cons. Asst.,430158
582,Charles Wright,People Ops Gen.,232375
583,Audrey Cook,L&D Spec.,188511
584,Maya Hinds,Acct. Clerk,212113
585,James Grissom,Asst. (Admin),389606
586,Byron Karge,Jr. Assoc.,250314
587,Delores Golan,Gen. Asst.,488857
588,Alonzo Ramos,Recpt.,445401
589,David Wolfe,Mail Clerk,113712
590,Jane Garrison,Assoc.,307715
591,Mary Lee,L&D Spec.,169474
592,Jonathan Noffsinger,L&D Spec.,52412
593,Jason Johnson,Int. Auditor Asst.,331503
594,Amanda Martin,Risk Anlst.,228355
595,William Fernandez,Recpt.,342811
596,David Pickett,HRIS Admin.,56219
597,Myron Braswell,Jr. Benefits Spec.,75446
598,Pamela Dugas,Fin. Assoc.,120662
599,Debbie Siegel,Bookkeeper,314024
600,Charles Holmes,Fin. Reporting Spec.,287633
601,Armando Taylor,Receptionist,405230
602,Ann Escobedo,L&D Spec.,204727
603,David Williams,Payroll Spec.,338779
604,Frank Keen,Risk Anlst.,411922
605,Ronald Helton,Jr. Auditor,312094
606,Donald Sanders,Forensic Acct. Asst.,391597
607,Ruth Curran,AR Clerk,238588
608,Daniel Triana,Data Entry Spec.,64796
609,Elsie Allbright,Asst. (Admin),340526
610,Milford Graham,Office Coord.,432744
611,John Miller,HR Coord.,84278
612,Monique Yates,HR Cons. Asst.,285700
613,Wendy Horton,Gen. Asst.,53850
614,Paul Phillips,Treasury Anlst.,157321
615,James Brune,Support Staff,93113
616,Dwayne Garry,Bookkeeper,425682
617,Amanda Vaughan,Jr. Recruiter,440393
618,Joshua Emling,Int. (Intern),175077
619,James Field,Recpt.,399527
620,Chris Allen,HRBP Asst.,105302
621,Lisa Reaves,Fin. Reporting Spec.,240498
